url,job_title,company_name,source_website,location_primary,salary_negotiable,salary_min_vnd,salary_max_vnd,salary_currency_original,posted_datetime_str,days_to_deadline,experience_years_min_numeric,job_level,job_category_raw,skills_list_json_vnw,job_tags_list_json_cv,benefits_text,employment_type,process_timestamp,views_count,industry_domain_vnw,min_education_level_vnw,main_category_vnw,sub_category_vnw,salary_info_raw,location_info_raw,deadline_info_raw,posted_date_raw,experience_raw,skills_raw_vnw
https://www.vietnamworks.com/senior-business-analyst-1900691-jv?source=searchResults&searchType=2&placement=1900791&sortBy=date,Senior Business Analyst,Không rõ,VietnamWorks,Hà Nội,0,20000000.0,30000000.0,vnd,2025-04-24 00:00:00,14,3.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,"[""Agile Methodologies"", ""Business Analysis"", ""Communication Skills"", ""Market Research"", ""User Experience Development""]",,"Nghỉ phép có lương: Thử việc 02 tháng hưởng 100% mức lương chính thức.; Giải thưởng: Thưởng và review lương 2 lần/năm.; Cơ hội du lịch: Du lịch hàng năm, dã ngoại hàng quý 4 lần/năm, được hỗ trợ du lịch cùng người thân.; Khác: Trợ cấp tiền ăn trưa khi là nhân viên thử việc.",Toàn thời gian,2025-05-19T18:21:15.656155,171.0,Phần Mềm CNTT/Dịch vụ Phần mềm,Không giới hạn,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,20tr-30tr ₫/tháng,Hà Nội,Hết hạn trong 14 ngày,24/04/2025,3,"Agile Methodologies, Business Analysis, Communication Skills, Market Research, User Experience Development"
https://www.vietnamworks.com/senior-data-analyst-experienced-in-financed-1878420-jv?source=searchResults&searchType=2&placement=1878570&sortBy=date,Senior Data Analyst ( Experienced in Financed ),Không rõ,VietnamWorks,Hà Nội,0,12500000.0,37500000.0,usd,2025-04-10 00:00:00,0,2.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,"[""Data Analytics"", ""Database MySQL"", ""AI""]",,Chăm sóc sức khoẻ: 14 - 16 Annual Paid Leave; Đào tạo: Bao Viet Health Care; Cơ hội du lịch: Competitive Salary & Bonus,Toàn thời gian,2025-05-19T18:21:15.656155,1088.0,Tài Chính,Không giới hạn,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,"$ 500-1,500 /tháng",Hà Nội,Hết hạn trong 2 giờ,10/04/2025,2,"Data Analytics, Database MySQL, AI"
https://www.vietnamworks.com/senior-process-analyst--1903008-jv?source=searchResults&searchType=2&placement=1903008&sortBy=date,Senior Process Analyst,Home Credit Vietnam - Explore Your Dream Team,VietnamWorks,Hồ Chí Minh,1,,,,2025-04-29 00:00:00,19,0.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Phân Tích Kinh Doanh/Phân Tích Hệ Thống,"[""Project Management"", ""Process Analysis"", ""Business Analysis"", ""Business Process Transformation"", ""Audit""]",,Thưởng: 13th Salary Fixed and KPI Bonus; Chăm sóc sức khoẻ: Premium Health Care for employees (personal/family dependents); Nghỉ phép có lương: 15/18 Annual Leaves,Toàn thời gian,2025-05-19T18:21:15.656155,790.0,Tài Chính,Không giới hạn,Công Nghệ Thông Tin/Viễn Thông,Phân Tích Kinh Doanh/Phân Tích Hệ Thống,Thương lượng,Hồ Chí Minh,Hết hạn trong 19 ngày,29/04/2025,Không yêu cầu,"Project Management, Process Analysis, Business Analysis, Business Process Transformation, Audit"
https://www.vietnamworks.com/tp-hcm-chuyen-vien-cao-cap-phan-tich-kinh-doanh-1908938-jv?source=searchResults&searchType=2&placement=1908938&sortBy=date,TP HCM - Chuyên Viên Cao Cấp Phân Tích Kinh Doanh,GSM,VietnamWorks,Hồ Chí Minh,0,25000000.0,50000000.0,usd,2025-05-15 00:00:00,28,0.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Phân Tích Kinh Doanh/Phân Tích Hệ Thống,"[""SQL"", ""Power BI"", ""Tableu"", ""PowerPoint""]",,"Thưởng: Lương tháng 13; Chăm sóc sức khoẻ: Bảo hiểm theo quy định của pháp luật lao động, bảo hiểm sức khỏe; Đào tạo: Đào tạo kỹ năng mềm, đào tạo kỹ năng chuyên môn",Toàn thời gian,2025-05-19T18:21:15.656155,511.0,Vận tải,Không giới hạn,Công Nghệ Thông Tin/Viễn Thông,Phân Tích Kinh Doanh/Phân Tích Hệ Thống,"$ 1,000-2,000 /tháng",Hồ Chí Minh,Hết hạn trong 28 ngày,15/05/2025,Không yêu cầu,"SQL, Power BI, Tableu, PowerPoint"
https://www.vietnamworks.com/data-and-apps-engineer-1901715-jv?source=searchResults&searchType=2&placement=1901715&sortBy=date,Data and Apps Engineer,United Nations International School of Hanoi,VietnamWorks,Hà Nội,1,,,,2025-04-25 00:00:00,15,2.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,"[""Application Development"", ""Critical Thinking"", ""Data Science"", ""Data Transformation"", ""English""]",,"Thưởng: Competitive remuneration, fixed 13th and 14th month salary; Chăm sóc sức khoẻ: Premium healthcare for employee, spouse and junior dependents; Nghỉ phép có lương: 20 days of paid annual leave per year; Đào tạo: Training opportunities; Khác: Health and Wellness programmes",Toàn thời gian,2025-05-19T18:21:15.656155,935.0,Giáo dục/Đào Tạo,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,Thương lượng,Hà Nội,Hết hạn trong 15 ngày,25/04/2025,2,"Application Development, Critical Thinking, Data Science, Data Transformation, English"
https://www.vietnamworks.com/sap-senior-consultant-sap-pm-or-pp-module-1908181-jv?source=searchResults&searchType=2&placement=1908181&sortBy=date,SAP Senior Consultant - SAP PM or PP Module,Deloitte Consulting SEA,VietnamWorks,Hồ Chí Minh,1,,,,2025-05-14 00:00:00,27,0.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Phân Tích Kinh Doanh/Phân Tích Hệ Thống,"[""SAP"", ""Consulting"", ""Information Technology"", ""SAP Consulting"", ""Manufacturing Operations""]",,Thưởng: Performance Bonus; Chăm sóc sức khoẻ: Premium Healthcare Plan; Cơ hội du lịch: SEA Team Building,Toàn thời gian,2025-05-19T18:21:15.656155,109.0,Phần Mềm CNTT/Dịch vụ Phần mềm,Không giới hạn,Công Nghệ Thông Tin/Viễn Thông,Phân Tích Kinh Doanh/Phân Tích Hệ Thống,Thương lượng,"Hồ Chí Minh, Hà Nội",Hết hạn trong 27 ngày,14/05/2025,Không yêu cầu,"SAP, Consulting, Information Technology, SAP Consulting, Manufacturing Operations"
https://www.vietnamworks.com/it-dba-operations-1900852-jv?source=searchResults&searchType=2&placement=1900852&sortBy=date,IT DBA Operations,Techcombank,VietnamWorks,Hà Nội,1,,,,2025-04-24 00:00:00,14,4.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,"[""Incident Management"", ""MS SQL"", ""Risk Assessment"", ""Database Operations"", ""Data Manipulation Languages""]",,Thưởng: Bank's Policy,Toàn thời gian,2025-05-19T18:21:15.656155,504.0,Ngân hàng,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,Thương lượng,Hà Nội,Hết hạn trong 14 ngày,24/04/2025,4,"Incident Management, MS SQL, Risk Assessment, Database Operations, Data Manipulation Languages"
https://www.vietnamworks.com/ai-engineer-1905753-jv?source=searchResults&searchType=2&placement=1905753&sortBy=date,AI Engineer,"TOSY Robotics Manufacturing Co., Ltd",VietnamWorks,Hà Nội,1,,,,2025-05-08 00:00:00,21,1.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,"[""Python"", ""OpenCV"", ""NumPy"", ""TensorFlow"", ""Khoa Học Máy Tính"", ""NumPy""]",,"Thưởng: Nhiều cơ hội để thăng tiến và hưởng mức thu nhập cạnh tranh; Chăm sóc sức khoẻ: Chế độ bảo hiểm, nghỉ lễ, thưởng tháng 13 đầy đủ theo quy định pháp luật.; Đào tạo: Được đào tạo và hỗ trợ phát triển chuyên môn sâu về AI, Robotics, Vision.; Giải thưởng: Làm việc và phát triển trong môi trường công nghệ đầy sáng tạo, hiện đại, nhiều thách thức",Toàn thời gian,2025-05-19T18:21:15.656155,474.0,Điện/Điện tử,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,Thương lượng,Hà Nội,Hết hạn trong 21 ngày,08/05/2025,1,"Python, OpenCV, NumPy, TensorFlow, Khoa Học Máy Tính, NumPy"
https://www.vietnamworks.com/ky-su-du-lieu-data-engineer-1901705-jv?source=searchResults&searchType=2&placement=1901705&sortBy=date,Kỹ Sư Dữ Liệu (Data Engineer),Công Ty Cổ Phần Chứng Khoán MB,VietnamWorks,Hà Nội,1,,,,2025-04-25 00:00:00,15,3.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,"[""Data Pipeline"", ""Data Warehouse Systems"", ""PostgreSQL"", ""SQL Server"", ""SQL Server""]",,"Chăm sóc sức khoẻ: Được hưởng chế độ BHXH, BHYT, BHTN, Bảo hiểm sức khỏe theo quy định của Công ty.; Hoạt động nhóm: Môi trường làm việc chuyên nghiệp, thân thiện, năng động.; Khác: Thời gian làm việc 5 ngày/tuần (từ thứ Hai đến thứ Sáu).",Toàn thời gian,2025-05-19T18:21:15.656155,550.0,Tài Chính,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,Thương lượng,Hà Nội,Hết hạn trong 15 ngày,25/04/2025,3,"Data Pipeline, Data Warehouse Systems, PostgreSQL, SQL Server, SQL Server"
https://www.vietnamworks.com/business-analyst-tieng-nhat-1899079-jv?source=searchResults&searchType=2&placement=1899079&sortBy=date,Business Analyst (TIẾNG NHẬT),CÔNG TY TNHH CÔNG NGHỆ THÔNG TIN DIQIT VIỆT NAM,VietnamWorks,Hồ Chí Minh,0,25000000.0,37500000.0,usd,2025-04-25 00:00:00,15,3.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Phân Tích Kinh Doanh/Phân Tích Hệ Thống,"[""Business Administration"", ""Customer Loyalty Management"", ""Japanese proficiency"", ""Sales Experience"", ""Accounting""]",,Thưởng: 13-month bonus program; Chăm sóc sức khoẻ: Full salary Insurance Health Care Insurance package; Nghỉ phép có lương: 14 days Annual Leave & 11 days public holiday according to Vietnamese Law; Đào tạo: Training Allowance: External Training Course; Máy tính xách tay: Support Laptop & Monitor,Toàn thời gian,2025-05-19T18:21:15.656155,699.0,Phần Mềm CNTT/Dịch vụ Phần mềm,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Phân Tích Kinh Doanh/Phân Tích Hệ Thống,"$ 1,000-1,500 /tháng",Hồ Chí Minh,Hết hạn trong 15 ngày,25/04/2025,3,"Business Administration, Customer Loyalty Management, Japanese proficiency, Sales Experience, Accounting"
https://www.vietnamworks.com/data-engineer--1906728-jv?source=searchResults&searchType=2&placement=1906728&sortBy=date,Data Engineer,Digital Intellect,VietnamWorks,Hà Nội,1,,,,2025-05-09 00:00:00,22,2.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,"[""Data Analysis"", ""SQL Server"", ""Software Engineering"", ""Troubleshooting"", ""Pipeline Development""]",,Thưởng: 13th Payment; Nghỉ phép có lương: Up to 21 days of leave (negotiable); Đào tạo: Company-sponsored professional certification and training.,Toàn thời gian,2025-05-19T18:21:15.656155,174.0,Hệ thống CNTT & Thiết bị,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,Thương lượng,Hà Nội,Hết hạn trong 22 ngày,09/05/2025,2,"Data Analysis, SQL Server, Software Engineering, Troubleshooting, Pipeline Development"
https://www.vietnamworks.com/senior-expert-data-scientist-financial-model-1904530-jv?source=searchResults&searchType=2&placement=1904530&sortBy=date,"Senior Expert, Data Scientist (Financial Model)",Techcombank,VietnamWorks,Hà Nội,1,,,,2025-05-06 00:00:00,19,3.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,"[""Machine Learning"", ""Data Analysis"", ""Python Programming"", ""Data Management"", ""Communication""]",,"Thưởng: Thu nhập hấp dẫn, được hưởng đầy đủ các chính sách phúc lợi theo quy định của Techcombank; Khác: Làm việc trong môi trường năng động, chuyên nghiệp có nhiều cơ hội thăng tiến",Toàn thời gian,2025-05-19T18:21:15.656155,284.0,Ngân hàng,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,Thương lượng,Hà Nội,Hết hạn trong 19 ngày,06/05/2025,3,"Machine Learning, Data Analysis, Python Programming, Data Management, Communication"
https://www.vietnamworks.com/data-engineer--1907945-jv?source=searchResults&searchType=2&placement=1907945&sortBy=date,Data Engineer,Techcombank,VietnamWorks,Hà Nội,0,25000000.0,62500000.0,usd,2025-05-14 00:00:00,27,3.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,"[""Banking"", ""Data Engineer"", ""Computer Science"", ""Information Technology"", ""Software Engineering""]",,Thưởng: 13th month salary + performance bonus; Đào tạo: Advanced health insurance for you and your family; Khác: Preferential loan policy for Techcombank’s employees,Toàn thời gian,2025-05-19T18:21:15.656155,176.0,Ngân hàng,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,"$ 1,000-2,500 /tháng",Hà Nội,Hết hạn trong 27 ngày,14/05/2025,3,"Banking, Data Engineer, Computer Science, Information Technology, Software Engineering"
https://www.vietnamworks.com/business-analyst-onsite-dubai-1901623-jv?source=searchResults&searchType=2&placement=1901623&sortBy=date,Business Analyst (Onsite Dubai),Công Ty TNHH Giải Pháp Công Nghệ Hàng Đầu,VietnamWorks,Hồ Chí Minh,1,,,,2025-04-25 00:00:00,15,5.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Phân Tích Kinh Doanh/Phân Tích Hệ Thống,"[""Business Analysis"", ""Agile"", ""Analytical Skills"", ""Technical Document Writing"", ""Waterfall""]",,"Thưởng: Holiday and New Year bonus.; Chăm sóc sức khoẻ: Supporting staff with accommodation, meals, and working visa.; Máy tính xách tay: Provision of necessary working equipment (MacBook, Iphone).; Hoạt động nhóm: A professional, dynamic, and inclusive working environment.",Toàn thời gian,2025-05-19T18:21:15.656155,1349.0,Phần Mềm CNTT/Dịch vụ Phần mềm,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Phân Tích Kinh Doanh/Phân Tích Hệ Thống,Thương lượng,"Quốc tế, Hồ Chí Minh, Hà Nội",Hết hạn trong 15 ngày,25/04/2025,5,"Business Analysis, Agile, Analytical Skills, Technical Document Writing, Waterfall"
https://www.vietnamworks.com/senior-data-governance-1905350-jv?source=searchResults&searchType=2&placement=1905350&sortBy=date,Senior Data Governance,Công Ty Cổ Phần Kinh Doanh F88,VietnamWorks,Hà Nội,0,25000000.0,40000000.0,vnd,2025-05-07 00:00:00,20,2.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,"[""Quản Trị Dữ Liệu"", ""MSSQL"", ""Agile"", ""Cloud"", ""Scrum""]",,Chăm sóc sức khoẻ: BHXH + bảo hiểm chăm sóc sức khỏe cho nhân viên (F88 Care); Giải thưởng: Lương thỏa thuận hấp dẫn + lương KPIs (theo tháng),Toàn thời gian,2025-05-19T18:21:15.656155,256.0,Tài Chính,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,25tr-40tr ₫/tháng,Hà Nội,Hết hạn trong 20 ngày,07/05/2025,2,"Quản Trị Dữ Liệu, MSSQL, Agile, Cloud, Scrum"
https://www.vietnamworks.com/sap-senior-consultant-sap-sd-sales-and-distribution-implementation-1902564-jv?source=searchResults&searchType=2&placement=1902564&sortBy=date,SAP Senior Consultant - SAP SD (Sales and Distribution) Implementation,Deloitte Consulting SEA,VietnamWorks,Hồ Chí Minh,1,,,,2025-04-28 00:00:00,18,0.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Phân Tích Kinh Doanh/Phân Tích Hệ Thống,"[""SAP"", ""Consulting"", ""Information Technology"", ""SAP Consulting"", ""Manufacturing Operations""]",,Thưởng: Performance Bonus; Chăm sóc sức khoẻ: Premium Healthcare Plan; Cơ hội du lịch: SEA Team Building,Toàn thời gian,2025-05-19T18:21:15.656155,581.0,Kế toán/Kiểm toán,Không giới hạn,Công Nghệ Thông Tin/Viễn Thông,Phân Tích Kinh Doanh/Phân Tích Hệ Thống,Thương lượng,"Hồ Chí Minh, Hà Nội",Hết hạn trong 18 ngày,28/04/2025,Không yêu cầu,"SAP, Consulting, Information Technology, SAP Consulting, Manufacturing Operations"
https://www.vietnamworks.com/senior-data-analyst-business-intelligence-executive-fin-dept-1901801-jv?source=searchResults&searchType=2&placement=1901801&sortBy=date,Senior Data Analyst/ Business Intelligence Executive (Fin. Dept.),VUS - The English Center,VietnamWorks,Hồ Chí Minh,0,25000000.0,35000000.0,vnd,2025-04-25 00:00:00,15,4.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,"[""Analysis Report"", ""Financial Data Management"", ""Power BI"", ""Data Processing"", ""Data Tracking""]",,Thưởng: Lương thưởng hấp dẫn; Đào tạo: Chương trình đào tạo và cơ hội phát thăng tiến; Máy tính xách tay: Công ty trang bị laptop làm việc; Cơ hội du lịch: Team building hàng năm,Toàn thời gian,2025-05-19T18:21:15.656155,1286.0,Giáo dục/Đào Tạo,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,25tr-35tr ₫/tháng,Hồ Chí Minh,Hết hạn trong 15 ngày,25/04/2025,4,"Analysis Report, Financial Data Management, Power BI, Data Processing, Data Tracking"
https://www.vietnamworks.com/chuyen-vien-phan-tich-du-lieu-san-xuat-1907774-jv?source=searchResults&searchType=2&placement=1907774&sortBy=date,Chuyên Viên Phân Tích Dữ Liệu Sản Xuất,"TOSY Robotics Manufacturing Co., Ltd",VietnamWorks,Hà Nội,1,,,,2025-05-13 00:00:00,26,0.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,"[""SQL"", ""PowerBI"", ""Data Analysis"", ""Công Nghệ Thông Tin""]",,"Thưởng: Nhiều cơ hội để thăng tiến và hưởng mức thu nhập cạnh tranh; Giải thưởng: Làm việc và phát triển trong môi trường công nghệ đầy sáng tạo, hiện đại, nhiều thách thức",Toàn thời gian,2025-05-19T18:21:15.656155,268.0,Điện/Điện tử,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,Thương lượng,Hà Nội,Hết hạn trong 26 ngày,13/05/2025,Không yêu cầu,"SQL, PowerBI, Data Analysis, Công Nghệ Thông Tin"
https://www.vietnamworks.com/senior-data-analyst-storefront-ecommerce-platform-total-annual-compensation-dollar55000-1909406-jv?source=searchResults&searchType=2&placement=1909406&sortBy=date,"Senior Data Analyst, Storefront eCommerce Platform (Total Annual Compensation $55,000)",Crossian Việt Nam,VietnamWorks,Hà Nội,0,,114583333.0,usd,2025-05-16 00:00:00,29,3.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,"[""Analytical Skills"", ""BI Tools"", ""Data Modeling"", ""Python"", ""SQL""]",,Đào tạo: Access to continuous professional development programs.,Toàn thời gian,2025-05-19T18:21:15.656155,44.0,Phần Mềm CNTT/Dịch vụ Phần mềm,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,"Tới $ 55,000 /năm",Hà Nội,Hết hạn trong 29 ngày,16/05/2025,3,"Analytical Skills, BI Tools, Data Modeling, Python, SQL"
https://www.vietnamworks.com/chuyen-vien-cao-cap-cai-tien-quy-trinh-van-hanh--1881174-jv?source=searchResults&searchType=2&placement=1881174&sortBy=date,Chuyên Viên Cao Cấp Cải Tiến Quy Trình Vận Hành,Ngân Hàng TMCP Sài Gòn – Hà Nội (SHB),VietnamWorks,Hà Nội,1,,,,2025-04-25 00:00:00,15,2.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Phân Tích Kinh Doanh/Phân Tích Hệ Thống,"[""Phân Tích Dữ Liệu"", ""Tableau"", ""Cải tiến quy trình"", ""Lean Six Sigma"", ""business analyst""]",,"Thưởng: SHB sẽ chi trả thay cho NLĐ các khoản: Thuế TNCN, BHXH, CĐP theo quy định của Luật lao động; Khác: Được vay ưu đãi theo chính sách ngân hàng từng thời kỳ",Toàn thời gian,2025-05-19T18:21:15.656155,1197.0,Ngân hàng,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Phân Tích Kinh Doanh/Phân Tích Hệ Thống,Thương lượng,Hà Nội,Hết hạn trong 15 ngày,25/04/2025,2,"Phân Tích Dữ Liệu, Tableau, Cải tiến quy trình, Lean Six Sigma, business analyst"
https://www.vietnamworks.com/business-analyst-salesforce-and-ecommerce-website-1899759-jv?source=searchResults&searchType=2&placement=1899759&sortBy=date,Business Analyst (Salesforce & eCommerce Website),Công Ty TNHH Lock&Lock HCM,VietnamWorks,Hồ Chí Minh,0,12500000.0,25000000.0,usd,2025-04-22 00:00:00,12,2.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Phân Tích Kinh Doanh/Phân Tích Hệ Thống,"[""Business Analysis"", ""CRM"", ""Data Analysis"", ""JSON"", ""Salesforce""]",,"Thưởng: Bonus based on the business result & personal achievement.; Chăm sóc sức khoẻ: 3 basic insurance, travel & meal allowance.; Nghỉ phép có lương: 12 days annual leave per year.; Đào tạo: Annual health check & annual salary increase.; Phiếu giảm giá: Giảm giá cho tất cả các sản phẩm Lock&Lock.; Khác: Discount on all Lock&Lock products.",Toàn thời gian,2025-05-19T18:21:15.656155,3250.0,Thương mại điện tử,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Phân Tích Kinh Doanh/Phân Tích Hệ Thống,"$ 500-1,000 /tháng",Hồ Chí Minh,Hết hạn trong 12 ngày,22/04/2025,2,"Business Analysis, CRM, Data Analysis, JSON, Salesforce"
https://www.vietnamworks.com/system-analyst-sa-1907111-jv?source=searchResults&searchType=2&placement=1907111&sortBy=date,System Analyst (SA),Công Ty Cổ Phần Gemadept,VietnamWorks,Hồ Chí Minh,1,,,,2025-05-12 00:00:00,25,1.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Phân Tích Kinh Doanh/Phân Tích Hệ Thống,"[""Triển Khai Dự Án"", ""Quản Trị Cơ Sở Dữ Liệu"", ""Phát Triển Hệ Thống"", ""Chuyển Đổi Số"", ""Vận Hành Hệ Thống Phần Mềm""]",,"Thưởng: Mức lương hấp dẫn, phù hợp với năng lực làm việc; Chăm sóc sức khoẻ: BHYT, BHXH, BH thất nghiệp theo quy định của Luật lao động; Khác: Môi trường chuyên nghiệp, nhiệt tình, năng động",Toàn thời gian,2025-05-19T18:21:15.656155,498.0,Hậu cần/Giao nhận,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Phân Tích Kinh Doanh/Phân Tích Hệ Thống,Thương lượng,Hồ Chí Minh,Hết hạn trong 25 ngày,12/05/2025,1,"Triển Khai Dự Án, Quản Trị Cơ Sở Dữ Liệu, Phát Triển Hệ Thống, Chuyển Đổi Số, Vận Hành Hệ Thống Phần Mềm"
https://www.vietnamworks.com/senior-business-analyst-global-supply-chain-ecommerce-platform-up-to-30-months-of-annually-package-1909331-jv?source=searchResults&searchType=2&placement=1909331&sortBy=date,"Senior Business Analyst, Global Supply Chain Ecommerce Platform (Up To 30 Months Of Annually Package)",Crossian Việt Nam,VietnamWorks,Hà Nội,1,,,,2025-05-16 00:00:00,29,5.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Phân Tích Kinh Doanh/Phân Tích Hệ Thống,"[""Business Analysis"", ""Communication Skills"", ""Data Analysis"", ""Ecommerce Technology"", ""UI/UX""]",,Thưởng: Performance-based bonuses; Đào tạo: General company T&D Program; Hoạt động nhóm: Budget for frequent team building activities and other monthly/quarterly/annual company events; Khác: Other benefits in accordance to Company's Policy and Vietnam Labor Laws,Toàn thời gian,2025-05-19T18:21:15.656155,49.0,Thương mại điện tử,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Phân Tích Kinh Doanh/Phân Tích Hệ Thống,Thương lượng,Hà Nội,Hết hạn trong 29 ngày,16/05/2025,5,"Business Analysis, Communication Skills, Data Analysis, Ecommerce Technology, UI/UX"
https://www.vietnamworks.com/junior-data-engineer-global-e-commerce-data-platform-total-annual-compensation-30-000--1909325-jv?source=searchResults&searchType=2&placement=1909325&sortBy=date,"Junior Data Engineer, Global E-Commerce Data Platform (Total Annual Compensation $30,000)",Crossian Việt Nam,VietnamWorks,Hà Nội,0,,62500000.0,usd,2025-05-16 00:00:00,29,2.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,"[""Information System"", ""Databases"", ""PostgreSQL"", ""ETL Development"", ""Data Processing""]",,"Thưởng: Attractive salary, bonus, fair and transparent scheme; Chăm sóc sức khoẻ: Premium health insurance for employees; Đào tạo: High-end working environment (central location, modern equipment, snack/ drink)",Toàn thời gian,2025-05-19T18:21:15.656155,48.0,Phần Mềm CNTT/Dịch vụ Phần mềm,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,"Tới $ 30,000 /năm",Hà Nội,Hết hạn trong 29 ngày,16/05/2025,2,"Information System, Databases, PostgreSQL, ETL Development, Data Processing"
https://www.vietnamworks.com/chuyen-vien-quan-tri-va-van-hanh-he-thong-nhom-co-so-du-lieu-1902288-jv?source=searchResults&searchType=2&placement=1902288&sortBy=date,"Chuyên Viên Quản Trị và Vận Hành Hệ Thống, Nhóm Cơ Sở Dữ Liệu",Công Ty Cổ Phần Thanh Toán Quốc Gia Việt Nam,VietnamWorks,Hà Nội,1,,,,2025-04-28 00:00:00,18,1.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,"[""Quản Trị Hệ Thống Mạng"", ""Dữ Liệu"", ""Hệ Thống Mạng"", ""AWR"", ""Oracle""]",,"Hoạt động nhóm: Được tham gia các hoạt động đoàn thể, teambuilding sôi động, và/hoặc chương trình nghỉ mát,...",Toàn thời gian,2025-05-19T18:21:15.656155,653.0,Ngân hàng,Trung cấp,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,Thương lượng,Hà Nội,Hết hạn trong 18 ngày,28/04/2025,1,"Quản Trị Hệ Thống Mạng, Dữ Liệu, Hệ Thống Mạng, AWR, Oracle"
https://www.vietnamworks.com/system-software-engineer-for-ai-acceleration-1900635-jv?source=searchResults&searchType=2&placement=1900635&sortBy=date,System Software Engineer For AI Acceleration,FPT Telecom,VietnamWorks,Hồ Chí Minh,0,37500000.0,75000000.0,usd,2025-04-24 00:00:00,14,3.0,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Data Engineer/Data Analyst/AI,"[""C Programming Language"", ""Operating System Development"", ""Problem-solving"", ""Python"", ""Low-Level Driver Design""]",,"Đào tạo: Receive continuous professional and skills training, participate in professional training programs.",Toàn thời gian,2025-05-19T18:21:15.656155,347.0,Phần Mềm CNTT/Dịch vụ Phần mềm,Cử nhân,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,"$ 1,500-3,000 /tháng",Hồ Chí Minh,Hết hạn trong 14 ngày,24/04/2025,3,"C Programming Language, Operating System Development, Problem-solving, Python, Low-Level Driver Design"
